HP:0000001	All
HP:0030344	Decreased circulating luteinizing hormone level
HP:0030344	Synonym('Decreased circulating luteinising hormone level', scope='EXACT')
HP:0030345	Abnormal circulating luteinizing hormone concentration
HP:0030345	Synonym('Abnormal luteinizing hormone level', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0030345	Synonym('Abnormal circulating luteinizing hormone level', scope='EXACT')
HP:0030345	Synonym('Increased circulating lutropin', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030346	Abnormal circulating follicle-stimulating hormone concentration
HP:0030346	Synonym('Abnormal circulating follicle-stimulating hormone level', scope='EXACT')
HP:0030347	Abnormal circulating androgen level
HP:0030348	Increased circulating androgen concentration
HP:0030348	Synonym('Hyperandrogenemia', scope='EXACT')
HP:0030348	Synonym('Increased circulating androgen level', scope='EXACT')
HP:0030349	Decreased circulating androgen concentration
HP:0030349	Synonym('Decreased circulating androgen level', scope='EXACT')
HP:0030350	Erythematous papule
HP:0030350	Synonym('Red-blue papule', scope='RELATED')
HP:0030351	Urticarial plaque
HP:0030352	Abnormal serum insulin-like growth factor 1 level
HP:0030353	Decreased serum insulin-like growth factor 1
HP:0030354	obsolete Abnormal circulating interferon concentration
HP:0030355	Abnormal circulating interferon-gamma concentration
HP:0030355	Synonym('Abnormal serum interferon-gamma level', scope='EXACT')
HP:0030356	Increased circulating interferon-gamma concentration
HP:0030356	Synonym('Increased serum interferon-gamma level', scope='EXACT')
HP:0030357	Small cell lung carcinoma
HP:0030357	Synonym('Oat cell lung cancer', scope='EXACT')
HP:0030357	Synonym('Oat cell carcinoma of lung', scope='EXACT')
HP:0030357	Synonym('Small cell lung cancer', scope='EXACT')
HP:0030358	Non-small cell lung carcinoma
HP:0030358	Synonym('Non-small cell lung cancer', scope='EXACT')
HP:0030359	Squamous cell lung carcinoma
HP:0030360	Large cell lung carcinoma
HP:0030361	Abnormal circulating eicosanoid concentration
HP:0030361	Synonym('Abnormality of icosanoid metabolism', scope='EXACT')
HP:0030362	Reduced muscle carnitine level
HP:0030363	Primary Caesarian section
HP:0030364	Secondary Caesarian section
HP:0030365	Vaginal birth after Caesarian
HP:0030366	Delivery by Odon device
HP:0030367	Finger hyperphalangy
HP:0030368	Hyperphalangy of the 2nd finger
HP:0030368	Synonym('Hyperphalangy of index finger', scope='EXACT')
HP:0030369	Induced vaginal delivery
HP:0030370	Abnormal proportion of naive B cells
HP:0030371	Increased proportion of naive B cells
HP:0030372	Decreased proportion of naive B cells
HP:0030373	Abnormal proportion of memory B cells
HP:0030374	Decreased proportion of memory B cells
HP:0030375	Increased proportion of memory B cells
HP:0030376	Abnormal proportion of immature B cells
HP:0030376	Synonym('Abnormal proportion of CD19+/CD21low B cells', scope='EXACT')
HP:0030377	Increased proportion of immature B cells
HP:0030377	Synonym('Increased proportion of CD19+/CD21low B cells', scope='EXACT')
HP:0030378	Decreased proportion of immature B cells
HP:0030378	Synonym('Decreased proportion of CD19+/CD21low B cells', scope='EXACT')
HP:0030379	Abnormal proportion of transitional B cells
HP:0030379	Synonym('Abnormal proportion of CD19+CD38+IgM+ cells', scope='EXACT')
HP:0030380	Decreased proportion of transitional B cells
HP:0030380	Synonym('Decreased proportion of CD19+CD38+IgM+ cells', scope='EXACT')
HP:0030381	Increased proportion of transitional B cells
HP:0030381	Synonym('Increased proportion of CD19+CD38+IgM+ cells', scope='EXACT')
HP:0030383	Abnormal proportion of marginal zone B cells
HP:0030384	Decreased proportion of marginal zone B cells
HP:0030385	Increased proportion of marginal zone B cells
HP:0030386	Abnormal proportion of class-switched memory B cells
HP:0030386	Synonym('Abnormal proportion of CD19+CD27+IgD- cells', scope='EXACT')
HP:0030387	Increased proportion of class-switched memory B cells
HP:0030387	Synonym('Increased proportion of CD19+CD27+IgD- cells', scope='EXACT')
HP:0030388	Decreased proportion of class-switched memory B cells
HP:0030388	Synonym('Decreased proportion of CD19+CD27+IgD- cells', scope='EXACT')
HP:0030389	Abnormal circulating thromboxane concentration
HP:0030390	Reduced circulating leukotriene C4 concentration
HP:0030391	Spoken word recognition deficit
HP:0030392	Choroid plexus carcinoma
HP:0030393	Endolymphatic sac tumor
HP:0030393	Synonym('Endolymphatic sac tumour', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030393	Synonym('Aggressive papillary middle ear tumour', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030393	Synonym('Heffner tumour', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030393	Synonym('Low-grade adenocarcinoma of endolymphatic sac origin', scope='EXACT')
HP:0030393	Synonym('Heffner tumor', scope='EXACT')
HP:0030393	Synonym('Aggressive papillary middle ear tumor', scope='EXACT')
HP:0030394	Fallopian tube carcinoma
HP:0030396	Abnormal platelet granule secretion
HP:0030397	Abnormal platelet dense granule secretion
HP:0030398	Abnormal platelet ATP dense granule secretion
HP:0030399	Abnormal platelet alpha granule secretion
HP:0030400	Abnormal platelet lysosome secretion
HP:0030401	Abnormal platelet dense granule ATP/ADP ratio
HP:0030402	Abnormal platelet aggregation
HP:0030403	Spontaneous platelet aggregation
HP:0030404	Glucagonoma
HP:0030405	Pancreatic endocrine tumor
HP:0030405	Synonym('Pancreatic endocrine tumour', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030406	Primary peritoneal carcinoma
HP:0030407	Pineocytoma
HP:0030408	Pineoblastoma
HP:0030408	Synonym('Pinealoblastoma', scope='EXACT')
HP:0030409	Renal transitional cell carcinoma
HP:0030409	Synonym('Renal urothelial carcinoma', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0030409	Synonym('Transitional renal cell carcinoma', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0030409	Synonym('renal TCC', scope='EXACT')
HP:0030410	Sebaceous gland carcinoma
HP:0030410	Synonym('Sebaceous carcinoma', scope='EXACT')
HP:0030411	Jejunal adenocarcinoma
HP:0030412	Ileal adenocarcinoma
HP:0030413	Squamous cell carcinoma of the tongue
HP:0030414	Verrucous cell carcinoma of the tongue
HP:0030415	Sarcomatoid carcinoma of the tongue
HP:0030415	Synonym('Spindle cell carcinoma of the tongue', scope='EXACT')
HP:0030416	Vulvar neoplasm
HP:0030416	Synonym('Tumor of the vulva', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0030416	Synonym('Neoplasm of the vulva', scope='EXACT')
HP:0030416	Synonym('Tumour of the vulva', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030417	Squamous cell carcinoma of the vulva
HP:0030417	Synonym('Vulval squamous cell carcinoma', scope='EXACT')
HP:0030418	Vulvar melanoma
HP:0030419	Bartholin gland carcinoma
HP:0030420	Vulvar adenocarcinoma
HP:0030421	Epididymal neoplasm
HP:0030422	obsolete Papillary cystadenoma of the epididymis
HP:0030423	Splenic cyst
HP:0030423	Synonym('Cyst on spleen', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0030424	Epididymal cyst
HP:0030424	Synonym('Epididymal cysts', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0030425	Calcified ovarian cyst
HP:0030426	Ossifying fibroma
HP:0030427	Ossifying fibroma of the jaw
HP:0030428	Cutaneous myxoma
HP:0030429	Juvenile nasopharyngeal angiofibroma
HP:0030430	Neuroma
HP:0030430	Synonym('Nerve tumour', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0030430	Synonym('Pinched nerve', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432'), Xref('http://www.apma.org/learn/foothealth.cfm?itemnumber=987')})
HP:0030430	Synonym('Nerve tumor', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432'), Xref('http://www.apma.org/learn/foothealth.cfm?itemnumber=987')})
HP:0030431	Osteochondroma
HP:0030431	Synonym('Osteocartilaginous exostoses', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-5208-3432'), Xref('https://en.wikipedia.org/wiki/osteochondroma')})
HP:0030431	Synonym('Osteochondromas', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0030432	Chondroblastoma
HP:0030433	Osteoid osteoma
HP:6000433	Elevated urinary butyric acid level
HP:6000434	Elevated urinary isovaleric acid level
HP:6000435	Elevated circulating alpha-ketoglutarate concentration
HP:6000435	Synonym('Alpha-ketoglutarate high in blood', scope='EXACT')
HP:6000436	Elevated circulating ghrelin concentration
HP:6000437	Reduced circulating stearoylcarnitine concentration
HP:6000438	Reduced urinary iodine level
HP:6000439	Increased circulating interleukin 15 concentration
HP:6000439	Synonym('IL-15 high in blood', scope='EXACT')
HP:6000440	Reduced circulating squalene concentration
HP:6000441	Abnormal circulating interleukin 6 concentration
HP:6000442	Abnormal circulating interleukin 12 concentration
HP:6000443	Elevated blood mercury concentration
HP:6000444	Elevated blood cadmiun concentration
HP:6000445	Elevated thallium concentration
HP:6000446	Abnormal circulating CC chemokine concentration
HP:6000447	Decreased CSF asialotransferrin to transferrin ratio
HP:6000448	Anti-desmocollin antibody positivity
HP:6000449	Occupational exposure to raw nonsynthetic textiles
HP:6000450	Rokitansky-Aschoff gallbladder sinuses
HP:6000450	Synonym('Epithelial invaginations of the gallbladder forming cystic pockets', scope='EXACT')
HP:6000450	Synonym('Adenomyomatosis of the gallbladder', scope='EXACT')
HP:6000451	Porcelain gallbladder
HP:6000451	Synonym('Calcified gallbladder', scope='EXACT')
HP:6000451	Synonym('Calcifying cholecystitis', scope='EXACT')
HP:6000451	Synonym('Cholecystopathia chronica calcarea', scope='EXACT')
HP:6000452	Gallbladder adhesions
HP:6000453	Bilioduodenal fistula
HP:6000453	Synonym('Bouveret syndrome', scope='EXACT')
HP:6000454	Pneumobilia
HP:6000454	Synonym('Air in the biliary system', scope='EXACT')
HP:6000454	Synonym('Aerobilia', scope='EXACT')
HP:6000455	Ectopic gallstone
HP:6000455	Synonym('Gallstone outside of the gallbladder', scope='EXACT')
HP:6000456	Sleep drunkeness
HP:6000457	Mallory bodies
HP:6000457	Synonym('Mallory-Denk bodies', scope='EXACT')
HP:6000458	Sulfur-containing abscess
HP:6000459	Retracted tympanic membrane
HP:6000460	Ectopic testis
HP:6000461	Cerebral subcortical cyst
HP:6000462	Anti-ADAMTS13 antibody positivity
HP:6000463	Habitual mouth breathing
HP:6000464	Squared off shoulders
HP:6000465	Elevated urine mesaconic acid level
HP:6000466	Elevated urine 3-methyladipic acid level
HP:6000467	Elevated urine D-lactate level
HP:6000468	Elevated CSF alpha-ketoglutarate concentration
HP:6000469	Elevated urine 2,3-dihydroxy-2-methylbutanoic acid level
HP:6000469	Synonym('Elevated urine 2-methyl-2,3-dihydroxybutyrate level', scope='EXACT')
HP:6000469	Synonym('2-methyl-2,3-dihydroxybutyrate high in urine', scope='EXACT')
HP:6000470	Fetal oral mass
HP:6000471	Dilated ejaculatory duct
HP:6000471	Synonym('Ejaculatory duct dilated', scope='EXACT')
HP:6000472	Decreased Wiskott-Aldrich syndrome protein concentration in hematopoietic cells
HP:6000473	Decreased FOXP3-expressing T cell count
HP:6000474	Elevated circulating complement component concentration
HP:6000475	Anti-beta fodrin antibody positivity
HP:6000476	Elevated circulating tetradecenoylcarnitine concentration
HP:6000477	Elevated urine 2-trans,4-cis-decadienoylcarnitine level
HP:6000478	Elevated circulating 2-trans,4-cis-decadienoylcarnitine concentration
HP:6000479	Elevated urine N-acetyltyrosine level
HP:6000480	Elevated urine manganese level
HP:6000481	Reduced urinary manganese level
HP:6000482	Decreased circulating catecholamine concentration
HP:6000483	Empty sella turcica
HP:6000483	Synonym('Arachnoidocele', scope='EXACT')
HP:6000484	Elevated brain guanidinoacetate level by MRS
HP:6000485	Elevated circulating beta chorionic gonadotropin concentration
HP:6000486	Elevated circulating CXCL10 concentration
HP:6000487	Reduced circulating interleukin 12 concentration
HP:6000488	Reduced circulating fibroblast growth factor 23 concentration
HP:6000488	Synonym('Fibroblast growth factor 23 hormone low in blood', scope='EXACT')
HP:6000489	Abnormal circulating fibroblast growth factor 23 concentration
HP:6000490	Impaired heel-walking ability
HP:6000491	Anti-prothrombin antibody positivity
HP:6000491	Synonym('Anti-FII antibody positivity', scope='EXACT')
HP:6000492	Anti-factor V antibody positivity
HP:6000492	Synonym('Anti-FV antibody positivity', scope='EXACT')
HP:6000493	Anti-factor VII antibody positivity
HP:6000493	Synonym('Anti-FVII antibody positivity', scope='EXACT')
HP:6000494	Anti-factor VIII antibody positivity
HP:6000494	Synonym('Anti-FVIII antibody positivity', scope='EXACT')
HP:6000495	Anti-factor IX antibody positivity
HP:6000495	Synonym('Anti-FIX antibody positivity', scope='EXACT')
HP:6000496	Anti-factor X antibody positivity
HP:6000496	Synonym('Anti-FX antibody positivity', scope='EXACT')
HP:6000497	Anti-factor XI antibody positivity
HP:6000497	Synonym('Anti-FXI antibody positivity', scope='EXACT')
HP:6000498	Anti-factor XIII antibody positivity
HP:6000498	Synonym('Anti-FXIII antibody positivity', scope='EXACT')
HP:6000499	Anti-factor H antibody positivity
HP:6000499	Synonym('Anti-FH antibody positivity', scope='EXACT')
HP:6000500	Extremities cold to touch
HP:6000500	Synonym('Peripheral vasoconstriction', scope='EXACT')
HP:6000501	Ruffled acrosome
HP:6000502	Elevated circulating calprotectin concentration
HP:6000503	4-5 toe cutaneous syndactyly
HP:6000504	Poly-hill sign
HP:6000505	3-5 finger cutaneous syndactyly
HP:6000505	Synonym('Soft tissue syndactyly of fingers 3-5,', scope='EXACT')
HP:6000505	Synonym('Webbed 3th, 4th, and 5th finger', scope='EXACT')
HP:6000505	Synonym('Webbed third, fourth, and fifth finger', scope='EXACT')
HP:6000506	Radioulnar subluxation
HP:6000507	Non-pitting edema
HP:6000508	Anti-human ferritin peptide antibody positivity
HP:6000509	Elevated CSF L-2-hydroxyglutaric acid concentration
HP:6000510	Elevated erythrocyte inosine triphosphate concentration
HP:6000511	Reduced erythrocyte inosine triphosphatase activity
HP:6000512	Reduced circulating alpha-1,3-fucosyltransferase activity
HP:6000513	Diminished neutrophil myeloperoxidase activity
HP:6000514	Reduced erythrocyte uroporphyrinogen III cosynthase activity
HP:6000515	Elevated 18-hydroxycorticosterone to aldosterone ratio
HP:6000516	Elevated circulating 21-deoxycortisol concentration
HP:6000517	Elevated monolysocardiolipin/cardiolipin ratio
HP:6000518	Low maternal vitamin B12 concentration
HP:6000519	Elevated circulating inhibin A concentration
HP:6000520	Increased circulating inhibin B concentration
HP:6000520	Synonym('Inhibin B high in blood', scope='EXACT')
HP:6000521	Elevated circulating lipoprotein(a) concentration
HP:6000522	Reduced circulating lipoprotein(a) concentration
HP:6000523	Increased urinary bile acid level
HP:6000524	Abnormal urinary bile acid level
HP:6000525	Reduced erythrocyte glutathione reductase activity
HP:6000526	Failure to elevate lactate upon ischemic exercise test
HP:6000527	Elevated circulating cholestanol concentration
HP:6000528	Livestock exposure
HP:6000529	Synchronous skin lesions
HP:6000530	Serpentine skin location
HP:6000531	Abnormal urinary organic compound level
HP:6000532	Elevated urinary histamine level
HP:6000533	Elevated urinary N-methylhistamine level
HP:6000534	Elevated urinary ureidopropionic acid level
HP:6000534	Synonym('Ureidopropionic acid high in urine', scope='EXACT')
HP:6000535	Elevated urinary porphyrin level
HP:6000536	Elevated urinary coproporphyrin level
HP:6000537	Ecrrine sweat gland predominance
HP:6000538	Poorly demarcated skin lesion
HP:6000539	History of recent cat bite
HP:6000539	Synonym('History of recent cat scratch', scope='EXACT')
HP:6000540	History of recent stay in area with inadequate sewage sanitation
HP:6000541	Positive cutaneous herpes simplex virus nucleic acid test
HP:6000542	Positive CSF mycobacterium tuberculosis nucleic acid test
HP:6000543	Positive mycobacterium CSF culture
HP:6000544	Positive mycobacterium CSF microscopy
HP:6000545	Positive treponema pallidum PCR test in the blood circulation
HP:6000546	Positive human Immunodeficiency virus nucleic acid test in the blood circulation
HP:6000547	Positive CSF enterovirus nucleic acid test
