,MIM Number,Preferred Title,symbol
23087,615136,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 18, GALNT18
23088,615137,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 17, GALNT17
23089,615138,UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE-LIKE 6, GALNTL6
23090,615139,"FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE", FILS
23091,615140,CHROMOSOME 12 OPEN READING FRAME 57, C12ORF57
23092,615141,"GLAUCOMA 1, OPEN ANGLE, P",
23093,615142,KINESIN FAMILY MEMBER 2B, KIF2B
23094,615143,UBIQUITIN-SPECIFIC PROTEASE 20, USP20
23095,615144,"PROTEASE, SERINE, 55", PRSS55
23096,615145,MICROPHTHALMIA/COLOBOMA 9, MCOPCB9
23097,615146,UBIQUITIN-SPECIFIC PROTEASE 33, USP33
23098,615147,"RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME", RDCCAS
23099,615148,MICRO RNA 551A, MIR551A
23100,615149,MICRO RNA 495, MIR495
23101,615150,MICRO RNA 191, MIR191
23102,615151,MICRO RNA 30C-1, MIR30C1
23103,615152,KELCH DOMAIN-CONTAINING PROTEIN 10, KLHDC10
23104,615153,MIXED LINEAGE KINASE DOMAIN-LIKE PROTEIN, MLKL
23105,615154,DPY30 DOMAIN-CONTAINING PROTEIN 1, DYDC1
23106,615155,STEEL SYNDROME, STLS
23107,615156,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 6", PEOA6
23108,615157,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2", MC3DN2
23109,615158,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 3", MC3DN3
23110,615159,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 4", MC3DN4
23111,615160,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5", MC3DN5
23112,615161,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DQ BETA-2", HLA-DQB2
23113,615162,"INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 35", MRT35
23114,615163,CONE-ROD DYSTROPHY 17, CORD17
23115,615164,AKIRIN 1, AKIRIN1
23116,615165,AKIRIN 2, AKIRIN2
23117,615166,C-X9-C MOTIF-CONTAINING 1, CMC1
23118,615167,LEUCINE-RICH REPEATS- AND WD REPEAT DOMAIN-CONTAINING PROTEIN 1, LRWD1
23119,615168,ARCHAELYSIN FAMILY METALLOPEPTIDASE 1, AMZ1
23120,615169,ARCHAELYSIN FAMILY METALLOPEPTIDASE 2, AMZ2
23121,615170,WAHAB SYNDROME,
23122,615171,LOC100134040 GENE,
23123,615172,"RING FINGER PROTEIN, TRANSMEMBRANE 1", RNFT1
23124,615173,"LONG INTERGENIC NONCODING RNA, REGULATOR OF REPROGRAMMING", LINC-ROR
23125,615174,"L-THREONINE DEHYDROGENASE, PSEUDOGENE", TDH
23126,615175,TLC DOMAIN-CONTAINING PROTEIN 3B, TLCD3B
23127,615176,"NPTN INTRONIC TRANSCRIPT 1, NONCODING", NPTNIT1
23128,615177,RING FINGER PROTEIN 126, RNF126
23129,615178,KXDL MOTIF-CONTAINING PROTEIN 1, KXD1
23130,615179,"ALBINISM, OCULOCUTANEOUS, TYPE VII", OCA7
23131,615180,TRANSLOCASE OF INNER MITOCHONDRIAL MEMBRANE 21, TIMM21
23132,615181,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 11", MDDGA11
23133,615182,COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA, D2L2AD
23134,615183,FA CORE COMPLEX-ASSOCIATED PROTEIN 20, FAAP20
23135,615184,"CARDIOMYOPATHY, DILATED, 1II", CMD1II
23136,615185,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F", CMTDIF
23137,615186,CWC22 SPLICEOSOME-ASSOCIATED PROTEIN HOMOLOG, CWC22
23138,615187,POST-GPI ATTACHMENT TO PROTEINS 2, PGAP2
23139,615188,"CATARACT 39, MULTIPLE TYPES", CTRCT39
23140,615189,ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 55, ANKRD55
23141,615190,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5", DKCB5
23142,615191,LISSENCEPHALY 5, LIS5
23143,615192,BIRTH WEIGHT QUANTITATIVE TRAIT LOCUS 4, BWQTL4
23144,615193,"BLEEDING DISORDER, PLATELET-TYPE, 15", BDPLT15
23145,615194,"SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY, MEMBER 2", DHRS2
23146,615195,"SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY, MEMBER 4-LIKE 1", DHRS4L1
23147,615196,"SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY, MEMBER 4-LIKE 2", DHRS4L2
23148,615197,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 8", RLS8
23149,615198,OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA, OSMD
23150,615199,"SOLUTE CARRIER FAMILY 35, MEMBER G5", SLC35G5
23151,615200,"PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING PROTEIN, FAMILY F, MEMBER 1", PLEKHF1
23152,615201,MICRO RNA 1909, MIR1909
23153,615202,MICRO RNA 1915, MIR1915
23154,615203,RHOMBOID DOMAIN-CONTAINING PROTEIN 2, RHBDD2
23155,615204,ATP SYNTHASE MEMBRANE SUBUNIT DAPIT, ATP5MD
23156,615205,"SERINE PROTEASE INHIBITOR, KAZAL-TYPE, 13", SPINK13
23157,615206,IMMUNODEFICIENCY 11A, IMD11A
23158,615207,IMMUNODEFICIENCY 56, IMD56
23159,615208,"PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING PROTEIN, FAMILY F, MEMBER 2", PLEKHF2
23160,615209,MICRO RNA 149, MIR149
23161,615210,PEST-CONTAINING NUCLEAR PROTEIN, PCNP
23162,615211,"UBIQUITIN-LIKE PROTEIN CONTAINING PHD AND RING FINGER DOMAINS 2, E3 UBIQUITIN PROTEIN LIGASE", UHRF2
23163,615212,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 38, LRRC38
23164,615213,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 55, LRRC55
23165,615214,"AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE", AGM7
23166,615215,"POTASSIUM CHANNEL, SUBFAMILY U, MEMBER 1", KCNU1
23167,615216,KINESIN FAMILY MEMBER C2, KIFC2
23168,615217,ATAXIA-OCULOMOTOR APRAXIA 3, AOA3
23169,615218,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 52, LRRC52
23170,615219,"HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES", HYC2
23171,615220,"OSTEOGENESIS IMPERFECTA, TYPE XV", OI15
23172,615221,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 16, BMND16
23173,615222,SMITH-MCCORT DYSPLASIA 2, SMC2
23174,615223,"INTERFERON, EPSILON", IFNE
23175,615224,"ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2", FASPS2
23176,615225,"PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING", MSPC
23177,615226,"POLYDACTYLY, POSTAXIAL, TYPE A6", PAPA6
23178,615227,"COMPLEMENT COMPONENT 1, q SUBCOMPONENT-LIKE 3", C1QL3
23179,615228,"MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4B", MC5DN4B
23180,615229,"COMPLEMENT COMPONENT 1, q SUBCOMPONENT-LIKE 4", C1QL4
23181,615230,LONG INTERGENIC NONCODING RNA 1080, LINC01080
23182,615231,RING FINGER AND CCCH-TYPE ZINC FINGER DOMAINS-CONTAINING PROTEIN 2, RC3H2
23183,615232,SCHIZOPHRENIA 18, SCZD18
23184,615233,RETINITIS PIGMENTOSA 66, RP66
23185,615234,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 2", AHMIO2
23186,615235,"CARDIOMYOPATHY, DILATED, 1JJ", CMD1JJ
23187,615236,WOODS SYNDROME,
23188,615237,CONGENITAL SHORT BOWEL SYNDROME, CSBS
23189,615238,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 5", FPLD5
23190,615239,MICRO RNA 7-1, MIR7-1
23191,615240,POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 15, KCTD15
23192,615241,TERMINAL DIFFERENTIATION-INDUCED NONCODING RNA, TINCR
23193,615242,SMALL INTEGRAL MEMBRANE PROTEIN 1, SMIM1
23194,615243,"DEFENSIN, BETA, 114", DEFB114
23195,615244,"NEPHROTIC SYNDROME, TYPE 8", NPHS8
23196,615245,MICRO RNA 671, MIR671
23197,615246,ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 2, ZBED2
23198,615247,PROTEIN-O-MANNOSE KINASE, POMK
23199,615248,"CARDIOMYOPATHY, DILATED, 1KK", CMD1KK
23200,615249,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12", MDDGA12
23201,615250,ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 3, ZBED3
23202,615251,ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 5, ZBED5
23203,615252,ZBED6 C TERMINUS-LIKE PROTEIN, ZBED6CL
23204,615253,ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 8, ZBED8
23205,615254,SCAN DOMAIN-CONTAINING PROTEIN 3, SCAND3
23206,615255,METHYLTRANSFERASE-LIKE 18, METTL18
23207,615256,ELECTRON TRANSFER FLAVOPROTEIN BETA-SUBUNIT LYSINE METHYLTRANSFERASE, ETFBKMT
23208,615257,"METHYLTRANSFERASE 21A, HSPA LYSINE", METTL21A
23209,615258,EEF1A LYSINE METHYLTRANSFERASE 3, EEF1AKMT3
23210,615259,"METHYLTRANSFERASE 21C, AARS1 LYSINE", METTL21C
23211,615260,VALOSIN-CONTAINING PROTEIN LYSINE METHYLTRANSFERASE, VCPKMT
23212,615261,"METHYLTRANSFERASE 22, KIN27 LYSINE", METTL22
23213,615262,METHYLTRANSFERASE-LIKE 23, METTL23
23214,615263,EUKARYOTIC ELONGATION FACTOR 2 LYSINE METHYLTRANSFERASE, EEF2KMT
23215,615264,"BLOOD GROUP, VEL SYSTEM", VEL
23216,615265,FORMIN-BINDING PROTEIN 4, FNBP4
23217,615266,HYPOGONADOTROPIC HYPOGONADISM 17 WITH OR WITHOUT ANOSMIA, HH17
23218,615267,HYPOGONADOTROPIC HYPOGONADISM 18 WITH OR WITHOUT ANOSMIA, HH18
23219,615268,"CEREBELLAR ATAXIA, IMPAIRED INTELLECTUAL DEVELOPMENT, AND DYSEQUILIBRIUM SYNDROME 4", CAMRQ4
23220,615269,HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA, HH19
23221,615270,HYPOGONADOTROPIC HYPOGONADISM 20 WITH OR WITHOUT ANOSMIA, HH20
23222,615271,HYPOGONADOTROPIC HYPOGONADISM 21 WITH OR WITHOUT ANOSMIA, HH21
23223,615272,"FANCONI ANEMIA, COMPLEMENTATION GROUP Q", FANCQ
23224,615273,CONGENITAL DISORDER OF DEGLYCOSYLATION 1, CDDG1
23225,615274,"CATARACT 15, MULTIPLE TYPES", CTRCT15
23226,615275,ACONITATE DECARBOXYLASE 1, ACOD1
23227,615276,CERAMIDE SYNTHASE 3, CERS3
23228,615277,"CATARACT 19, MULTIPLE TYPES", CTRCT19
23229,615278,CARDIOFACIOCUTANEOUS SYNDROME 2, CFC2
23230,615279,CARDIOFACIOCUTANEOUS SYNDROME 3, CFC3
23231,615280,CARDIOFACIOCUTANEOUS SYNDROME 4, CFC4
23232,615281,HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY, HBSL
23233,615282,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2", CDCBM2
23234,615283,EXOCYST COMPLEX COMPONENT 8, EXOC8
23235,615284,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4B3", CMT4B3
23236,615285,"NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE", SCN5
23237,615286,"NEURODEVELOPMENTAL DISORDER WITH BRAIN ABNORMALITIES, POOR GROWTH, AND DYSMORPHIC FACIES", NEDBGF
23238,615287,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13", MDDGA13
23239,615288,"DYNEIN REGULATORY COMPLEX, SUBUNIT 1", DRC1
23240,615289,MITOTIC SPINDLE-POSITIONING PROTEIN, MISP
23241,615290,"SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2A, CHILDHOOD ONSET, AUTOSOMAL DOMINANT", SMALED2A
23242,615291,"BETA-1,3-GALACTOSYLTRANSFERASE 6", B3GALT6
23243,615292,"FAMILY WITH SEQUENCE SIMILARITY 111, MEMBER A", FAM111A
23244,615293,"MYOFIBROMATOSIS, INFANTILE, 2", IMF2
23245,615294,"CILIARY DYSKINESIA, PRIMARY, 21", CILD21
23246,615295,UBIQUITIN-SPECIFIC PROTEASE 34, USP34
23247,615296,"INTERLEUKIN 1 FAMILY, MEMBER 10", IL1F10
23248,615297,ADAMS-OLIVER SYNDROME 4, AOS4
23249,615298,"SYMPHALANGISM, PROXIMAL, 1B", SYM1B
23250,615299,NUCLEOREDOXIN-LIKE PROTEIN 2, NXNL2
23251,615300,PERRAULT SYNDROME 4, PRLTS4
23252,615301,TRANSMEMBRANE PROTEIN 214, TMEM214
23253,615302,"ADENOSINE DEAMINASE, tRNA-SPECIFIC, 3", ADAT3
23254,615303,tRNA GLYCINE (ANTICODON TCC) 1-1, TRG-TCC1-1
23255,615304,tRNA VALINE (ANTICODON CAC) 3-1, TRV-CAC3-1
23256,615305,tRNA ARGININE (ANTICODON ACG) 1-2, TRR-ACG1-2
23257,615306,tRNA VALINE (ANTICODON CAC) 1-6, TRV-CAC1-6
23258,615307,tRNA VALINE (ANTICODON AAC) 5-1, TRV-AAC5-1
23259,615308,tRNA VALINE (ANTICODON AAC) 4-1, TRV-AAC4-1
23260,615309,tRNA THREONINE (ANTICODON AGT) 2-2, TRT-AGT2-2
23261,615310,tRNA VALINE (ANTICODON AAC) 1-1, TRV-AAC1-1
23262,615311,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 17, BMND17
23263,615312,"ALBINISM, OCULOCUTANEOUS, TYPE V", OCA5
23264,615313,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE 7", B3GNT7
23265,615314,CRANIOSYNOSTOSIS 3, CRS3
23266,615315,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE 6", B3GNT6
23267,615316,IRON-SULFUR CLUSTER ASSEMBLY FACTOR IBA57, IBA57
23268,615317,IRON-SULFUR CLUSTER ASSEMBLY 2, ISCA2
23269,615318,TRANSMEMBRANE PROTEIN 14C, TMEM14C
23270,615319,IMPACT RWD DOMAIN PROTEIN, IMPACT
23271,615320,GDP-MANNOSE PYROPHOSPHORYLASE B, GMPPB
23272,615321,CHLORIDE INTRACELLULAR CHANNEL 6, CLIC6
23273,615322,NEGATIVE REGULATOR OF REACTIVE OXYGEN SPECIES, NRROS
23274,615323,JOSEPHIN DOMAIN-CONTAINING PROTEIN 1, JOSD1
23275,615324,JOSEPHIN DOMAIN-CONTAINING PROTEIN 2, JOSD2
23276,615325,"MYOPATHY, MYOFIBRILLAR, 1",
23277,615326,"INTERFERON, KAPPA", IFNK
23278,615327,DOWLING-DEGOS DISEASE 2, DDD2
23279,615328,SHAHEEN SYNDROME, SHNS
23280,615329,EXOCYST COMPLEX COMPONENT 2, EXOC2
23281,615330,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 3, MMDS3
23282,615331,INTERFERON REGULATORY FACTOR 2-BINDING PROTEIN 1, IRF2BP1
23283,615332,INTERFERON REGULATORY FACTOR 2-BINDING PROTEIN 2, IRF2BP2
23284,615333,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE 5", B3GNT5
23285,615334,CERAMIDE SYNTHASE 4, CERS4
23286,615335,CERAMIDE SYNTHASE 5, CERS5
23287,615336,CERAMIDE SYNTHASE 6, CERS6
23288,615337,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE-LIKE 1", B3GNTL1
23289,615338,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 16, DEE16
23290,615339,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 15", DNAJC15
23291,615340,KELCH-LIKE 40: KLHL40,
23292,615341,"CYTOCHROME P450, FAMILY 4, SUBFAMILY A, POLYPEPTIDE 22", CYP4A22
23293,615342,"PULMONARY HYPERTENSION, PRIMARY, 2", PPH2
23294,615343,"PULMONARY HYPERTENSION, PRIMARY, 3", PPH3
23295,615344,"PULMONARY HYPERTENSION, PRIMARY, 4", PPH4
23296,615345,MYOMAKER, MYMK
23297,615346,"PRECOCIOUS PUBERTY, CENTRAL, 2", CPPB2
23298,615347,"ATPase FAMILY, AAA DOMAIN-CONTAINING, MEMBER 2B", ATAD2B
23299,615348,NEMALINE MYOPATHY 8, NEM8
23300,615349,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2", EDSSPD2
23301,615350,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14", MDDGA14
23302,615351,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 14", MDDGB14
23303,615352,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14", MDDGC14
23304,615353,COILED-COIL DOMAIN-CONTAINING PROTEIN 28A, CCDC28A
23305,615354,LIGAND-DEPENDENT NUCLEAR RECEPTOR-INTERACTING FACTOR 1, LRIF1
23306,615355,NOONAN SYNDROME 8, NS8
23307,615356,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 18", LGMDR18
23308,615357,"BETA-1,3-GALACTOSYLTRANSFERASE 8", B3GNT8
23309,615358,ADENYLATE KINASE 9, AK9
23310,615359,MEIOSIS REGULATOR FOR OOCYTE DEVELOPMENT, MIOS
23311,615360,LEBER CONGENITAL AMAUROSIS 17, LCA17
23312,615361,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 2", HYPOC2
23313,615362,"CEROID LIPOFUSCINOSIS, NEURONAL, 13 (KUFS TYPE)", CLN13
23314,615363,ESTROGEN RESISTANCE, ESTRR
23315,615364,ADENYLATE KINASE 7, AK7
23316,615365,ADENYLATE KINASE 8, AK8
23317,615366,NUCLEOLAR PROTEIN 11, NOL11
23318,615367,N-TERMINAL ASPARAGINE AMIDASE, NTAN1
23319,615368,LETHAL CONGENITAL CONTRACTURE SYNDROME 5, LCCS5
23320,615369,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 94, DEE94
23321,615370,ANKYRIN REPEAT AND STERILE ALPHA MOTIF DOMAINS-CONTAINING PROTEIN 6, ANKS6
23322,615371,"PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO", PHN
23323,615372,MICRO RNA 1260B, MIR1260B
23324,615373,LEFT VENTRICULAR NONCOMPACTION 8, LVNC8
23325,615374,CONE-ROD DYSTROPHY 18, CORD18
23326,615375,INTERLEUKIN 1 RECEPTOR-ASSOCIATED KINASE 1-BINDING PROTEIN 1, IRAK1BP1
23327,615376,"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C", CMTRIC
23328,615377,"ATRIAL FIBRILLATION, FAMILIAL, 13", ATFB13
23329,615378,"ATRIAL FIBRILLATION, FAMILIAL, 14", ATFB14
23330,615379,MICRO RNA 650, MIR650
23331,615380,APOPTOSIS-RESISTANT E3 UBIQUITIN PROTEIN LIGASE 1, AREL1
23332,615381,"MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME", MDPL
23333,615382,NEPHRONOPHTHISIS 16, NPHP16
23334,615383,FIDGETIN-LIKE PROTEIN 1, FIGNL1
23335,615384,SCAFFOLDING PROTEIN INVOLVED IN DNA REPAIR, SPIDR
23336,615385,MICRO RNA 485, MIR485
23337,615386,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 14", SCAR14
23338,615387,IMMUNODEFICIENCY 7, IMD7
23339,615388,"ADENOSINE DEAMINASE, tRNA-SPECIFIC, 2", ADAT2
23340,615389,ISOPENTENYL-DIPHOSPHATE DELTA ISOMERASE 2, IDI2
23341,615390,VESICOURETERAL REFLUX 7, VUR7
23342,615391,"IDI2 ANTISENSE RNA 1, NONCODING", IDI2AS1
23343,615392,SCM-LIKE PROTEIN WITH 4 MBT DOMAINS 2, SFMBT2
23344,615393,MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR 4, MTERF4
23345,615394,"NOP2/SUN RNA METHYLTRANSFERASE FAMILY, MEMBER 4", NSUN4
23346,615395,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 16, COXPD16
23347,615396,LEFT VENTRICULAR NONCOMPACTION 10, LVNC10
23348,615397,"MECKEL SYNDROME, TYPE 11", MKS11
23349,615398,MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 3, MCAHS3
23350,615399,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2, PNH2
23351,615400,"EPILEPSY, EARLY-ONSET, 5, WITH OR WITHOUT DEVELOPMENTAL DELAY", EPEO5
23352,615401,IMMUNODEFICIENCY 8 WITH LYMPHOPROLIFERATION, IMD8
23353,615402,DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3, DUH3
23354,615403,"THO COMPLEX, SUBUNIT 6", THOC6
23355,615404,"TRANSMEMBRANE 4 L6 FAMILY, MEMBER 20", TM4SF20
23356,615405,"GUANINE NUCLEOTIDE-BINDING PROTEIN, GAMMA-12", GNG12
23357,615406,"GNG12 ANTISENSE RNA 1, NONCODING", GNG12AS1
23358,615407,ADP-RIBOSYLATION FACTOR-LIKE GTPase 2-BINDING PROTEIN, ARL2BP
23359,615408,OUTER DYNEIN ARM DOCKING COMPLEX SUBUNIT 2, ODAD2
23360,615409,SPERMATOGENESIS-ASSOCIATED PROTEIN 33, SPATA33
23361,615410,MELANOCORTIN 2 RECEPTOR ACCESSORY PROTEIN 2, MRAP2
23362,615411,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3", CDCBM3
23363,615412,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4", CDCBM4
23364,615413,SPERMATOGENIC FAILURE 12, SPGF12
23365,615414,"MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE", MCPH11
23366,615415,RENAL-HEPATIC-PANCREATIC DYSPLASIA 2, RHPD2
23367,615416,"BASIC HELIX-LOOP-HELIX FAMILY, MEMBER A9", BHLHA9
23368,615417,BET1-LIKE PROTEIN, BET1L
23369,615418,"MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE", MTDPS12B
23370,615419,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1", IHPRF1
23371,615420,"MYOPIA 22, AUTOSOMAL DOMINANT", MYP22
23372,615421,COILED-COIL DOMAIN-CONTAINING 111, CCDC111
23373,615422,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2, IBMPFD2
23374,615423,"tRNA METHYLTRANSFERASE 10C, MITOCHONDRIAL RNAse P SUBUNIT", TRMT10C
23375,615424,INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3, IBMPFD3
23376,615425,"EPIDERMOLYSIS BULLOSA SIMPLEX 3, LOCALIZED OR GENERALIZED INTERMEDIATE, WITH BP230 DEFICIENCY", EBS3
23377,615426,AMYOTROPHIC LATERAL SCLEROSIS 20, ALS20
23378,615427,ELMO/CED12 DOMAIN-CONTAINING PROTEIN 3, ELMOD3
23379,615428,DEAD-BOX HELICASE 47, DDX47
23380,615429,"DEAFNESS, AUTOSOMAL RECESSIVE 88", DFNB88
23381,615430,TRANSMEMBRANE PROTEIN 241, TMEM241
23382,615431,"MYOPIA 23, AUTOSOMAL RECESSIVE", MYP23
23383,615432,SPECIFIC LANGUAGE IMPAIRMENT 5, SLI5
23384,615433,CHROMOSOME 3q13.31 DELETION SYNDROME,
23385,615434,RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS, RP82
23386,615435,ENDOPLASMIC RETICULUM OXIDOREDUCTIN 1-LIKE, ERO1L
23387,615436,"AORTIC ANEURYSM, FAMILIAL THORACIC 8", AAT8
23388,615437,"ENDOPLASMIC RETICULUM OXIDOREDUCTIN 1-LIKE, BETA", ERO1LB
23389,615438,INFANTILE LIVER FAILURE SYNDROME 1, ILFS1
23390,615439,"MACULAR DEGENERATION, AGE-RELATED, 13", ARMD13
23391,615440,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17, COXPD17
23392,615441,"CARDIAC ARRHYTHMIA SYNDROME, WITH OR WITHOUT SKELETAL MUSCLE WEAKNESS", CARDAR
23393,615442,T-CELL RECEPTOR ALPHA CHAIN VARIABLE GENE CLUSTER, TRAV@
23394,615443,T-CELL RECEPTOR ALPHA CHAIN JOINING GENE CLUSTER, TRAJ@
23395,615444,"CILIARY DYSKINESIA, PRIMARY, 22", CILD22
23396,615445,T-CELL RECEPTOR BETA CHAIN CONSTANT REGION 2, TRBC2
23397,615446,T-CELL RECEPTOR BETA CHAIN VARIABLE GENE CLUSTER, TRBV@
23398,615447,T-CELL RECEPTOR BETA CHAIN DIVERSITY GENE 1, TRBD1
23399,615448,T-CELL RECEPTOR BETA CHAIN DIVERSITY GENE 2, TRBD2
23400,615449,T-CELL RECEPTOR BETA CHAIN JOINING GENE CLUSTER, TRBJ@
23401,615450,T-CELL RECEPTOR GAMMA CHAIN CONSTANT REGION 2, TRGC2
23402,615451,"CILIARY DYSKINESIA, PRIMARY, 23", CILD23
23403,615452,PROSTATE CANCER-ASSOCIATED NONCODING RNA 1, PRNCR1
23404,615453,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 6", MC3DN6
23405,615454,T-CELL RECEPTOR GAMMA CHAIN VARIABLE GENE CLUSTER, TRGV@
23406,615455,T-CELL RECEPTOR GAMMA CHAIN JOINING GENE CLUSTER, TRGJ@
23407,615456,ELMO/CED12 DOMAIN-CONTAINING PROTEIN 1, ELMOD1
